qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank	goclasscount
HGDLLJHE_00189	CC	0005829	cytosol	2.71026878555	0.543741220748	1	99
HGDLLJHE_00189	MF	0003677	DNA binding	3.17535321884	0.563439442156	3	99
HGDLLJHE_00190	MF	0008974	phosphoribulokinase activity	13.8995442066	0.844182086636	1	98
HGDLLJHE_00190	BP	0005975	carbohydrate metabolic process	4.04934649574	0.596885787032	1	98
HGDLLJHE_00190	CC	0005737	cytoplasm	0.0128014356678	0.321128425982	1	1
HGDLLJHE_00190	MF	0005524	ATP binding	3.00856061834	0.556552345351	5	98
HGDLLJHE_00192	MF	0034338	short-chain carboxylesterase activity	11.0875558716	0.78818669469	1	95
HGDLLJHE_00192	BP	0044255	cellular lipid metabolic process	4.1789680219	0.6015254537	1	95
HGDLLJHE_00192	MF	0047372	acylglycerol lipase activity	10.0148545532	0.764203622554	2	95
HGDLLJHE_00194	MF	0016887	ATP hydrolysis activity	4.29701322742	0.605688540902	1	93
HGDLLJHE_00194	MF	0005524	ATP binding	3.06951602241	0.559090898188	7	100
HGDLLJHE_00194	MF	0003677	DNA binding	0.377810126982	0.393949011309	25	12
HGDLLJHE_00195	BP	1901381	positive regulation of potassium ion transmembrane transport	13.4808950738	0.837821233939	1	93
HGDLLJHE_00195	MF	0003955	NAD(P)H dehydrogenase (quinone) activity	10.7671264693	0.781149113797	1	93
HGDLLJHE_00195	CC	0005886	plasma membrane	2.47653371057	0.533201333216	1	93
HGDLLJHE_00195	MF	0010181	FMN binding	7.70272080533	0.707684827069	3	93
HGDLLJHE_00195	MF	0050136	NADH:ubiquinone reductase (non-electrogenic) activity	5.6448166659	0.649678108812	6	57
HGDLLJHE_00195	MF	0009055	electron transfer activity	5.0484647721	0.630946815661	7	93
HGDLLJHE_00195	BP	0006813	potassium ion transport	7.50926019829	0.702591986764	16	93
HGDLLJHE_00196	MF	0015503	glutathione-regulated potassium exporter activity	15.8050721358	0.855537929703	1	96
HGDLLJHE_00196	BP	0071805	potassium ion transmembrane transport	7.88650296638	0.712463972784	1	96
HGDLLJHE_00196	CC	0005886	plasma membrane	2.47659179841	0.533204012983	1	96
HGDLLJHE_00196	MF	0015297	antiporter activity	7.61008408093	0.705254249861	3	96
HGDLLJHE_00196	BP	1902600	proton transmembrane transport	5.00737114376	0.629616306329	4	96
HGDLLJHE_00198	BP	0042026	protein refolding	8.61725190513	0.730936866784	1	99
HGDLLJHE_00198	MF	0003755	peptidyl-prolyl cis-trans isomerase activity	8.3582342128	0.724482069934	1	99
HGDLLJHE_00199	BP	0033345	asparagine catabolic process via L-aspartate	12.9667917385	0.827556948786	1	95
HGDLLJHE_00199	MF	0008798	beta-aspartyl-peptidase activity	12.3014234505	0.813965552206	1	95
HGDLLJHE_00199	CC	0005737	cytoplasm	1.27934943074	0.468933295109	1	95
HGDLLJHE_00199	MF	0004067	asparaginase activity	11.1559962509	0.789676613042	2	95
HGDLLJHE_00199	MF	0004177	aminopeptidase activity	0.336921333755	0.388981231341	11	4
HGDLLJHE_00200	MF	0004019	adenylosuccinate synthase activity	11.3744798733	0.794402577232	1	99
HGDLLJHE_00200	BP	0044208	'de novo' AMP biosynthetic process	10.231185333	0.769139974187	1	99
HGDLLJHE_00200	CC	0005737	cytoplasm	1.26657124053	0.468111052646	1	99
HGDLLJHE_00200	MF	0005525	GTP binding	5.96578955831	0.659350503862	3	99
HGDLLJHE_00200	BP	0046040	IMP metabolic process	7.57820089023	0.704414288582	4	99
HGDLLJHE_00200	MF	0000287	magnesium ion binding	5.56962069933	0.647372636767	6	99
HGDLLJHE_00201	BP	0036503	ERAD pathway	10.2034939013	0.768511028395	1	97
HGDLLJHE_00202	CC	0000932	P-body	9.02069794849	0.740800602701	1	95
HGDLLJHE_00202	MF	0000175	3'-5'-RNA exonuclease activity	8.98936049385	0.740042447811	1	95
HGDLLJHE_00202	BP	0006402	mRNA catabolic process	7.88657385712	0.712465805448	1	95
HGDLLJHE_00202	CC	0005829	cytosol	2.60180300556	0.538909130562	7	95
HGDLLJHE_00202	MF	0003723	RNA binding	3.27845005208	0.567606244859	12	95
HGDLLJHE_00203	MF	0070039	rRNA (guanosine-2'-O-)-methyltransferase activity	11.5313056796	0.797766911175	1	99
HGDLLJHE_00203	BP	0000451	rRNA 2'-O-methylation	11.260773824	0.791948750602	1	99
HGDLLJHE_00203	CC	0005829	cytosol	2.68346741435	0.542556365976	1	99
HGDLLJHE_00203	MF	0003723	RNA binding	3.38135280246	0.571700367768	13	99
HGDLLJHE_00204	MF	0000049	tRNA binding	6.91577323843	0.686544894973	1	100
HGDLLJHE_00204	CC	0015935	small ribosomal subunit	6.76340938357	0.682315188479	1	100
HGDLLJHE_00204	BP	0006412	translation	3.47792142203	0.575486182176	1	100
HGDLLJHE_00204	MF	0003735	structural constituent of ribosome	3.86148671194	0.590027669193	2	100
HGDLLJHE_00205	CC	0022625	cytosolic large ribosomal subunit	6.55898045327	0.676564554987	1	100
HGDLLJHE_00205	MF	0019843	rRNA binding	6.20733233724	0.666458809097	1	100
HGDLLJHE_00205	BP	0006412	translation	3.47800214928	0.575489324814	1	100
HGDLLJHE_00205	MF	0003735	structural constituent of ribosome	3.86157634226	0.590030980594	2	100
HGDLLJHE_00206	MF	0019843	rRNA binding	6.14563773998	0.664656561681	1	99
HGDLLJHE_00206	CC	1990904	ribonucleoprotein complex	4.51243642038	0.613141043878	1	99
HGDLLJHE_00206	BP	0006412	translation	3.44343433009	0.574140278575	1	99
HGDLLJHE_00206	MF	0003735	structural constituent of ribosome	3.82319618404	0.588609489232	2	99
HGDLLJHE_00206	CC	0005840	ribosome	3.52150726314	0.577177666037	2	100
HGDLLJHE_00206	BP	0006353	DNA-templated transcription termination	0.0880833090008	0.347793664581	16	1
HGDLLJHE_00206	BP	0006417	regulation of translation	0.0746236655342	0.344364766801	17	1
HGDLLJHE_00207	CC	0022625	cytosolic large ribosomal subunit	6.42708538747	0.672806639858	1	98
HGDLLJHE_00207	MF	0019843	rRNA binding	6.08250859171	0.662803018612	1	98
HGDLLJHE_00207	BP	0006412	translation	3.40806272415	0.572752835717	1	98
HGDLLJHE_00207	MF	0003735	structural constituent of ribosome	3.78392359281	0.587147539313	2	98
HGDLLJHE_00208	BP	0002181	cytoplasmic translation	8.258789016	0.721977340837	1	99
HGDLLJHE_00208	CC	0022625	cytosolic large ribosomal subunit	6.4940088064	0.674718171751	1	99
HGDLLJHE_00208	MF	0019843	rRNA binding	6.1458440301	0.664662602947	1	99
HGDLLJHE_00208	MF	0003735	structural constituent of ribosome	3.82332451695	0.588614254175	2	99
HGDLLJHE_00208	MF	0016740	transferase activity	2.30435728327	0.525115191803	5	99
HGDLLJHE_00209	BP	0000028	ribosomal small subunit assembly	8.81510100876	0.735802223575	1	99
HGDLLJHE_00209	CC	0022627	cytosolic small ribosomal subunit	7.35630250432	0.698518765361	1	99
HGDLLJHE_00209	MF	0019843	rRNA binding	6.14496874342	0.664636969227	1	99
HGDLLJHE_00209	MF	0003735	structural constituent of ribosome	3.82278000183	0.588594036024	2	99
HGDLLJHE_00209	BP	0006412	translation	3.44305948767	0.574125612927	15	99
HGDLLJHE_00210	CC	0022625	cytosolic large ribosomal subunit	6.55865130208	0.676555224177	1	73
HGDLLJHE_00210	MF	0019843	rRNA binding	6.2070208329	0.66644973186	1	73
HGDLLJHE_00210	BP	0006412	translation	3.4778276117	0.57548253018	1	73
HGDLLJHE_00210	MF	0003735	structural constituent of ribosome	3.86138255566	0.590023821081	2	73
HGDLLJHE_00211	CC	0022627	cytosolic small ribosomal subunit	7.35689392799	0.69853459594	1	99
HGDLLJHE_00211	MF	0019843	rRNA binding	6.14546277966	0.664651437838	1	99
HGDLLJHE_00211	BP	0006412	translation	3.44333629886	0.574136443197	1	99
HGDLLJHE_00211	MF	0003729	mRNA binding	4.5589842938	0.61472781847	2	99
HGDLLJHE_00211	MF	0003735	structural constituent of ribosome	3.82308734136	0.58860544789	3	99
HGDLLJHE_00212	MF	0000049	tRNA binding	6.84737748343	0.684652014573	1	99
HGDLLJHE_00212	CC	0022625	cytosolic large ribosomal subunit	6.49396258119	0.674716854829	1	99
HGDLLJHE_00212	BP	0006412	translation	3.44352540392	0.574143841704	1	99
HGDLLJHE_00212	MF	0019843	rRNA binding	6.14580028317	0.664661321814	2	99
HGDLLJHE_00212	MF	0003735	structural constituent of ribosome	3.82329730202	0.588613243704	3	99
HGDLLJHE_00213	CC	0022625	cytosolic large ribosomal subunit	6.5423391758	0.676092512764	1	4
HGDLLJHE_00213	MF	0003735	structural constituent of ribosome	3.85177884951	0.589668783475	1	4
HGDLLJHE_00213	BP	0006412	translation	3.46917785117	0.57514558677	1	4
HGDLLJHE_00214	CC	0022627	cytosolic small ribosomal subunit	7.20991536929	0.694580666522	1	97
HGDLLJHE_00214	MF	0019843	rRNA binding	6.02268660934	0.661037680708	1	97
HGDLLJHE_00214	BP	0006412	translation	3.3745441413	0.571431417558	1	97
HGDLLJHE_00214	MF	0003735	structural constituent of ribosome	3.74670838678	0.585755159687	2	97
HGDLLJHE_00215	MF	0070180	large ribosomal subunit rRNA binding	9.85330124339	0.760482343061	1	100
HGDLLJHE_00215	CC	0022625	cytosolic large ribosomal subunit	6.55887487885	0.676561562179	1	100
HGDLLJHE_00215	BP	0006412	translation	3.47794616679	0.575487145471	1	100
HGDLLJHE_00215	MF	0003735	structural constituent of ribosome	3.86151418569	0.590028684218	3	100
HGDLLJHE_00216	MF	0019843	rRNA binding	6.14562413617	0.664656163286	1	99
HGDLLJHE_00216	CC	1990904	ribonucleoprotein complex	4.51242643178	0.613140702499	1	99
HGDLLJHE_00216	BP	0006412	translation	3.4434267078	0.574139980362	1	99
HGDLLJHE_00216	MF	0003735	structural constituent of ribosome	3.82318772112	0.588609175005	2	99
HGDLLJHE_00216	CC	0005840	ribosome	3.52142527529	0.577174494102	2	100
HGDLLJHE_00217	MF	0000049	tRNA binding	6.77786448064	0.68271850214	1	98
HGDLLJHE_00217	CC	0022625	cytosolic large ribosomal subunit	6.42803736527	0.672833900766	1	98
HGDLLJHE_00217	BP	0006412	translation	3.40856752529	0.572772686931	1	98
HGDLLJHE_00217	MF	0019843	rRNA binding	6.0834095309	0.662829538682	2	98
HGDLLJHE_00217	MF	0003735	structural constituent of ribosome	3.78448406634	0.587168456558	3	98
HGDLLJHE_00218	MF	0019843	rRNA binding	6.08378916284	0.662840712949	1	98
HGDLLJHE_00218	CC	1990904	ribonucleoprotein complex	4.4670240834	0.611585072024	1	98
HGDLLJHE_00218	BP	0006412	translation	3.40878023513	0.572781051267	1	98
HGDLLJHE_00218	MF	0003735	structural constituent of ribosome	3.78472023506	0.587177270067	2	98
HGDLLJHE_00218	CC	0005840	ribosome	3.52142452652	0.577174465133	2	100
HGDLLJHE_00218	CC	0005737	cytoplasm	1.25388194643	0.46729041556	8	98
HGDLLJHE_00219	CC	0022627	cytosolic small ribosomal subunit	7.43084191807	0.700508965781	1	100
HGDLLJHE_00219	MF	0019843	rRNA binding	6.20723404143	0.666455944782	1	100
HGDLLJHE_00219	BP	0006412	translation	3.4779470736	0.575487180772	1	100
HGDLLJHE_00219	MF	0003735	structural constituent of ribosome	3.86151519252	0.590028721415	2	100
HGDLLJHE_00220	BP	0002181	cytoplasmic translation	8.09170136044	0.717734700056	1	97
HGDLLJHE_00220	CC	0022625	cytosolic large ribosomal subunit	6.36262529429	0.670956035561	1	97
HGDLLJHE_00220	MF	0019843	rRNA binding	6.02150441221	0.661002706112	1	97
HGDLLJHE_00220	MF	0003735	structural constituent of ribosome	3.74597294291	0.585727574082	2	97
HGDLLJHE_00221	MF	0008097	5S rRNA binding	10.4450891732	0.773969893389	1	98
HGDLLJHE_00221	CC	0022625	cytosolic large ribosomal subunit	6.42767339762	0.672823478399	1	98
HGDLLJHE_00221	BP	0006412	translation	3.40837452574	0.572765097432	1	98
HGDLLJHE_00221	MF	0003735	structural constituent of ribosome	3.78426978169	0.587160459495	3	98
HGDLLJHE_00222	CC	0015935	small ribosomal subunit	6.76351819332	0.682318226004	1	100
HGDLLJHE_00222	MF	0019843	rRNA binding	6.20728812128	0.666457520658	1	100
HGDLLJHE_00222	BP	0006412	translation	3.47797737483	0.575488360372	1	100
HGDLLJHE_00222	MF	0003735	structural constituent of ribosome	3.86154883554	0.59002996436	2	100
HGDLLJHE_00222	CC	0005737	cytoplasm	1.27933534566	0.468932391038	10	100
HGDLLJHE_00224	CC	0015934	large ribosomal subunit	6.38042429773	0.67146796573	1	100
HGDLLJHE_00224	MF	0019843	rRNA binding	6.20725910385	0.666456675097	1	100
HGDLLJHE_00224	BP	0006412	translation	3.47796111621	0.575487727439	1	100
HGDLLJHE_00224	MF	0003735	structural constituent of ribosome	3.86153078383	0.590029297438	2	100
HGDLLJHE_00225	CC	0031522	cell envelope Sec protein transport complex	10.3541799815	0.771923277157	1	97
HGDLLJHE_00225	BP	0006616	SRP-dependent cotranslational protein targeting to membrane, translocation	9.98398687867	0.763494937551	1	97
HGDLLJHE_00225	MF	0005048	signal sequence binding	9.38881655712	0.749609872925	1	97
HGDLLJHE_00225	BP	0043952	protein transport by the Sec complex	9.18025357342	0.744640511091	2	97
HGDLLJHE_00225	MF	0008320	protein transmembrane transporter activity	8.69614099021	0.732883475092	2	97
HGDLLJHE_00225	CC	0005886	plasma membrane	2.47658834466	0.533203853652	3	97
HGDLLJHE_00227	MF	0000049	tRNA binding	6.84666733687	0.684632311511	1	99
HGDLLJHE_00227	CC	0015935	small ribosomal subunit	6.69582597865	0.680423790757	1	99
HGDLLJHE_00227	BP	0006412	translation	3.44316827337	0.574129869231	1	99
HGDLLJHE_00227	MF	0019843	rRNA binding	6.14516289769	0.664642655403	2	99
HGDLLJHE_00227	MF	0003735	structural constituent of ribosome	3.82290078504	0.588598520896	3	99
HGDLLJHE_00227	CC	0005829	cytosol	2.68312376469	0.542541135332	7	99
HGDLLJHE_00228	CC	0022627	cytosolic small ribosomal subunit	7.28225046648	0.696531568247	1	98
HGDLLJHE_00228	MF	0019843	rRNA binding	6.08311056704	0.662820738591	1	98
HGDLLJHE_00228	BP	0006412	translation	3.40840001421	0.572766099751	1	98
HGDLLJHE_00228	MF	0003735	structural constituent of ribosome	3.78429808117	0.587161515639	2	98
HGDLLJHE_00229	BP	0042274	ribosomal small subunit biogenesis	7.26816034796	0.696152315541	1	97
HGDLLJHE_00229	CC	0015935	small ribosomal subunit	6.56144946714	0.676634539366	1	97
HGDLLJHE_00229	MF	0019843	rRNA binding	6.02183747742	0.661012559995	1	97
HGDLLJHE_00229	MF	0003735	structural constituent of ribosome	3.74618014251	0.585735346161	2	97
HGDLLJHE_00229	BP	0006412	translation	3.37406836805	0.571412613812	5	97
HGDLLJHE_00230	MF	0003899	DNA-directed 5'-3' RNA polymerase activity	7.88776825871	0.712496681827	1	98
HGDLLJHE_00230	CC	0000428	DNA-directed RNA polymerase complex	7.29572608009	0.696893937709	1	100
HGDLLJHE_00230	BP	0006351	DNA-templated transcription	5.42191081131	0.642798155143	1	98
HGDLLJHE_00230	MF	0046983	protein dimerization activity	6.7985659917	0.683295349609	4	98
HGDLLJHE_00230	CC	0005737	cytoplasm	1.25382106584	0.46728646833	8	98
HGDLLJHE_00230	MF	0003677	DNA binding	3.11200332845	0.560845448239	10	98
HGDLLJHE_00231	CC	0022625	cytosolic large ribosomal subunit	6.49400061093	0.674717938268	1	99
HGDLLJHE_00231	MF	0003735	structural constituent of ribosome	3.82331969189	0.588614075024	1	99
HGDLLJHE_00231	BP	0006412	translation	3.44354556979	0.574144630657	1	99
HGDLLJHE_00232	MF	0003755	peptidyl-prolyl cis-trans isomerase activity	8.26723186391	0.722190574835	1	98
HGDLLJHE_00232	BP	0006457	protein folding	6.42063077662	0.672621751856	1	98
HGDLLJHE_00233	MF	0042834	peptidoglycan binding	10.7220889568	0.780151606749	1	9
HGDLLJHE_00233	CC	0016020	membrane	0.997866153827	0.449745000037	1	8
HGDLLJHE_00234	MF	0016747	acyltransferase activity, transferring groups other than amino-acyl groups	5.55252524112	0.646846330916	1	97
HGDLLJHE_00235	MF	0003724	RNA helicase activity	8.47351266989	0.727367016172	1	100
HGDLLJHE_00235	CC	0005829	cytosol	2.71029847955	0.543742530225	1	100
HGDLLJHE_00235	MF	0005524	ATP binding	3.06950371739	0.559090388289	7	100
HGDLLJHE_00235	MF	0016787	hydrolase activity	2.23246263262	0.521649530956	19	100
HGDLLJHE_00235	MF	0003676	nucleic acid binding	2.17833561368	0.519003375794	20	100
HGDLLJHE_00236	MF	0004386	helicase activity	6.40341581698	0.672128185917	1	1
HGDLLJHE_00237	MF	0008663	2',3'-cyclic-nucleotide 2'-phosphodiesterase activity	13.3479531485	0.835186032001	1	95
HGDLLJHE_00237	BP	0009166	nucleotide catabolic process	6.69288425429	0.680341247001	1	95
HGDLLJHE_00237	CC	0030288	outer membrane-bounded periplasmic space	6.46611004828	0.673922503096	1	94
HGDLLJHE_00237	MF	0008252	nucleotidase activity	9.47955870509	0.751754711822	3	95
HGDLLJHE_00237	MF	0046872	metal ion binding	2.40673483685	0.529958266962	9	95
HGDLLJHE_00237	MF	0000166	nucleotide binding	2.39774004041	0.529536939095	10	95
HGDLLJHE_00238	MF	0004851	uroporphyrin-III C-methyltransferase activity	11.1337429672	0.789192671076	1	94
HGDLLJHE_00238	BP	0046156	siroheme metabolic process	10.5418190547	0.776137793143	1	94
HGDLLJHE_00238	BP	0006783	heme biosynthetic process	7.58542839845	0.704604851611	3	94
HGDLLJHE_00238	BP	0032259	methylation	5.15218945734	0.634281274372	11	99
HGDLLJHE_00239	MF	0004781	sulfate adenylyltransferase (ATP) activity	10.838315189	0.782721581796	1	97
HGDLLJHE_00239	BP	0070814	hydrogen sulfide biosynthetic process	10.0697090078	0.765460325767	1	89
HGDLLJHE_00239	BP	0000103	sulfate assimilation	9.38151785251	0.74943690666	3	97
HGDLLJHE_00239	MF	0005524	ATP binding	2.97701923307	0.555228672155	6	97
HGDLLJHE_00240	MF	0004781	sulfate adenylyltransferase (ATP) activity	10.9537873508	0.785261272752	1	98
HGDLLJHE_00240	BP	0070814	hydrogen sulfide biosynthetic process	10.1641571111	0.767616116526	1	90
HGDLLJHE_00240	BP	0000103	sulfate assimilation	9.48146919444	0.751799758762	3	98
HGDLLJHE_00240	MF	0003746	translation elongation factor activity	7.77266373968	0.709510301907	4	97
HGDLLJHE_00240	BP	0006414	translational elongation	7.2058772874	0.694471470333	4	97
HGDLLJHE_00240	MF	0003924	GTPase activity	6.49835049949	0.674841842426	8	98
HGDLLJHE_00240	MF	0005525	GTP binding	5.90672324473	0.657590468046	9	98
HGDLLJHE_00240	MF	0097216	guanosine tetraphosphate binding	5.29721905019	0.6388877932	12	48
HGDLLJHE_00240	MF	0005524	ATP binding	3.00873660248	0.556559711227	19	98
HGDLLJHE_00241	BP	0006813	potassium ion transport	7.50943699465	0.702596670677	1	97
HGDLLJHE_00241	MF	0008324	monoatomic cation transmembrane transporter activity	4.53155529997	0.613793774851	1	97
HGDLLJHE_00241	CC	0005886	plasma membrane	2.47659201753	0.533204023092	1	97
HGDLLJHE_00241	BP	0098655	monoatomic cation transmembrane transport	4.33566620274	0.607039253123	3	97
HGDLLJHE_00242	MF	0004020	adenylylsulfate kinase activity	11.580811748	0.798824192199	1	96
HGDLLJHE_00242	BP	0050427	3'-phosphoadenosine 5'-phosphosulfate metabolic process	11.3713249678	0.794334658852	1	96
HGDLLJHE_00242	BP	0034036	purine ribonucleoside bisphosphate biosynthetic process	11.201729296	0.790669656271	2	96
HGDLLJHE_00242	BP	0070814	hydrogen sulfide biosynthetic process	9.48223147867	0.751817731201	4	84
HGDLLJHE_00242	BP	0000103	sulfate assimilation	9.28833005559	0.747222580322	5	96
HGDLLJHE_00242	MF	0005524	ATP binding	2.94744812656	0.553981300442	5	96
HGDLLJHE_00242	BP	0009152	purine ribonucleotide biosynthetic process	5.56784119056	0.64731788998	14	96
HGDLLJHE_00245	CC	0005886	plasma membrane	2.47658308396	0.533203610961	1	98
HGDLLJHE_00245	MF	0016787	hydrolase activity	0.0223796957867	0.326421694719	1	1
HGDLLJHE_00246	MF	0016887	ATP hydrolysis activity	4.52922058819	0.613714140178	1	98
HGDLLJHE_00246	BP	0055085	transmembrane transport	2.70252401771	0.543399438555	1	98
HGDLLJHE_00246	CC	0005886	plasma membrane	2.42903313988	0.530999365552	1	98
HGDLLJHE_00246	MF	0022857	transmembrane transporter activity	3.12714501597	0.561467839609	7	98
HGDLLJHE_00246	MF	0005524	ATP binding	3.06945185122	0.559088239031	9	100
HGDLLJHE_00249	MF	0036456	L-methionine-(S)-S-oxide reductase activity	12.8068777672	0.824322859621	1	97
HGDLLJHE_00249	BP	0034599	cellular response to oxidative stress	7.94628914586	0.714006647776	1	97
HGDLLJHE_00249	CC	0005737	cytoplasm	1.24215063279	0.466528030567	1	97
HGDLLJHE_00249	MF	0008113	peptide-methionine (S)-S-oxide reductase activity	10.926914576	0.78467143361	3	97
HGDLLJHE_00249	BP	0036211	protein modification process	5.66274689257	0.650225569598	4	97
HGDLLJHE_00250	CC	0097347	TAM protein secretion complex	11.712718048	0.801630279933	1	96
HGDLLJHE_00250	BP	0009306	protein secretion	7.4900310199	0.702082213484	1	96
HGDLLJHE_00250	CC	0009279	cell outer membrane	6.58003076099	0.677160805636	2	96
HGDLLJHE_00251	CC	0097347	TAM protein secretion complex	11.7127767736	0.801631525694	1	95
HGDLLJHE_00251	BP	0009306	protein secretion	7.49006857367	0.702083209687	1	95
HGDLLJHE_00251	CC	0005886	plasma membrane	2.4766010157	0.533204438202	2	95
HGDLLJHE_00252	MF	0016842	amidine-lyase activity	10.0397733543	0.76477493218	1	6
HGDLLJHE_00252	CC	0005829	cytosol	2.70813646066	0.543647168482	1	6
HGDLLJHE_00252	MF	0016740	transferase activity	1.8382663656	0.501566054251	4	5
HGDLLJHE_00254	MF	0004427	inorganic diphosphate phosphatase activity	10.385984549	0.77264030355	1	95
HGDLLJHE_00254	BP	0006796	phosphate-containing compound metabolic process	3.56861394629	0.578994058583	1	95
HGDLLJHE_00254	CC	0005829	cytosol	2.60160715748	0.538900315468	1	95
HGDLLJHE_00254	MF	0000287	magnesium ion binding	5.40023805088	0.642121746241	2	95
HGDLLJHE_00255	BP	0005986	sucrose biosynthetic process	11.9106282859	0.805811018215	1	97
HGDLLJHE_00255	MF	0042132	fructose 1,6-bisphosphate 1-phosphatase activity	11.2931484708	0.792648666292	1	97
HGDLLJHE_00255	CC	0005829	cytosol	2.65599062171	0.541335492936	1	97
HGDLLJHE_00255	BP	0006000	fructose metabolic process	10.3913855855	0.772761959525	2	97
HGDLLJHE_00255	BP	0030388	fructose 1,6-bisphosphate metabolic process	9.91056298617	0.761804797459	5	97
HGDLLJHE_00255	BP	0006002	fructose 6-phosphate metabolic process	9.47598405721	0.751670413917	6	97
HGDLLJHE_00255	MF	0000287	magnesium ion binding	5.51312352325	0.645630203657	6	97
HGDLLJHE_00255	BP	0006094	gluconeogenesis	8.2257484955	0.721141814136	9	97
HGDLLJHE_00256	BP	0009254	peptidoglycan turnover	9.34418431169	0.748551114238	1	96
HGDLLJHE_00256	MF	0016881	acid-amino acid ligase activity	7.52707518264	0.703063687048	1	96
HGDLLJHE_00256	CC	0016020	membrane	0.0308932130862	0.33022102755	1	3
HGDLLJHE_00256	BP	0008360	regulation of cell shape	6.52930567069	0.67572238831	2	96
HGDLLJHE_00256	BP	0009252	peptidoglycan biosynthetic process	6.52267811761	0.675534037894	3	96
HGDLLJHE_00256	MF	0005524	ATP binding	2.94807948854	0.554007997826	4	96
HGDLLJHE_00256	BP	0071555	cell wall organization	6.26809426876	0.668225077804	10	96
HGDLLJHE_00256	BP	0051301	cell division	5.76326080445	0.653278625378	17	96
HGDLLJHE_00257	MF	0106141	flavin prenyltransferase activity	10.9886051664	0.786024425173	1	81
HGDLLJHE_00257	MF	0016831	carboxy-lyase activity	6.96497002873	0.687900654637	3	98
HGDLLJHE_00258	MF	0030975	thiamine binding	11.4064436756	0.795090159231	1	93
HGDLLJHE_00258	BP	0015888	thiamine transport	11.1105139617	0.788686993912	1	93
HGDLLJHE_00258	CC	0030288	outer membrane-bounded periplasmic space	6.80929016645	0.68359383335	1	93
HGDLLJHE_00258	BP	0055085	transmembrane transport	0.0290016251367	0.329427361825	10	1
HGDLLJHE_00258	MF	0030976	thiamine pyrophosphate binding	0.090110721183	0.34828678629	11	1
HGDLLJHE_00259	BP	0015888	thiamine transport	11.1105700262	0.788688215027	1	93
HGDLLJHE_00259	MF	0022857	transmembrane transporter activity	3.18836438759	0.563968999146	1	93
HGDLLJHE_00259	CC	0005886	plasma membrane	2.47658574192	0.533203733581	1	93
HGDLLJHE_00259	BP	0055085	transmembrane transport	2.75543068539	0.545724594922	7	93
HGDLLJHE_00260	BP	0071934	thiamine transmembrane transport	13.1657096427	0.831552145316	1	15
HGDLLJHE_00260	MF	0048502	ABC-type thiamine transporter activity	7.26476751229	0.696060938332	1	9
HGDLLJHE_00260	CC	0016020	membrane	1.03841688027	0.45266278121	1	15
HGDLLJHE_00260	MF	0016887	ATP hydrolysis activity	4.61705328503	0.616696024158	8	15
HGDLLJHE_00260	MF	0005524	ATP binding	3.06894788563	0.559067354491	20	15
HGDLLJHE_00261	CC	0005829	cytosol	2.71020781356	0.543738531918	1	98
HGDLLJHE_00262	MF	0008237	metallopeptidase activity	6.25148189066	0.667743031554	1	100
HGDLLJHE_00262	BP	0006508	proteolysis	4.29526902475	0.605627447501	1	99
HGDLLJHE_00262	CC	0005829	cytosol	2.68345417608	0.542555779271	1	99
HGDLLJHE_00263	MF	0015095	magnesium ion transmembrane transporter activity	10.1065498864	0.766302421481	1	98
HGDLLJHE_00263	BP	1903830	magnesium ion transmembrane transport	9.83895993441	0.760150530635	1	98
HGDLLJHE_00263	CC	0005886	plasma membrane	2.47658702722	0.533203792875	1	98
HGDLLJHE_00263	MF	0046872	metal ion binding	2.50807754752	0.534651949888	9	98
HGDLLJHE_00264	BP	0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	8.6358403512	0.731396341158	1	6
HGDLLJHE_00264	CC	0005737	cytoplasm	1.27772992865	0.468829312419	1	6
HGDLLJHE_00265	MF	0005525	GTP binding	6.02597649888	0.66113499206	1	96
HGDLLJHE_00265	MF	0005524	ATP binding	3.06948121771	0.559089455937	4	96
HGDLLJHE_00266	MF	0030295	protein kinase activator activity	10.2668175723	0.769948025841	1	99
HGDLLJHE_00266	BP	0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	8.64663904564	0.731663039226	1	99
HGDLLJHE_00266	MF	0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	9.8834970511	0.761180189787	3	99
HGDLLJHE_00267	BP	0045900	negative regulation of translational elongation	11.0669917397	0.7877381243	1	99
HGDLLJHE_00267	MF	0043024	ribosomal small subunit binding	10.165021258	0.767635794451	1	99
HGDLLJHE_00267	CC	0022627	cytosolic small ribosomal subunit	7.43071779931	0.700505660131	1	99
HGDLLJHE_00268	MF	0001216	DNA-binding transcription activator activity	9.65522112626	0.75587780665	1	96
HGDLLJHE_00268	BP	2000142	regulation of DNA-templated transcription initiation	7.13860689035	0.692647850379	1	96
HGDLLJHE_00268	CC	0000428	DNA-directed RNA polymerase complex	7.00628959348	0.689035639449	1	96
HGDLLJHE_00268	MF	0016987	sigma factor activity	7.55581707124	0.703823531686	2	96
HGDLLJHE_00268	BP	0006352	DNA-templated transcription initiation	6.78840177115	0.683012233581	2	96
HGDLLJHE_00268	BP	0045893	positive regulation of DNA-templated transcription	6.45328816254	0.673556249049	3	96
